Pays	Zone géographique	ID produit	Catégorie	Sous-catégorie	Nom du produit	Montant des ventes	Quantité	Remise	Profit	Retourné
Allemagne	Centre	FOU-CL-10002858	Fournitures de bureau	Classeurs	Avery Onglets. Clair	15.633	3	0.1	2.943	Non
Allemagne	Centre	FOU-AR-10003527	Fournitures de bureau	Art	Sanford Stylos. Tailles assorties	64.26	5	0.1	25.56	Non
Allemagne	Centre	MOB-CH-10002049	Mobilier	Chaises	SAFCO Rocking chair. Réglable	769.44	7	0.2	153.72	Non
Allemagne	Centre	FOU-ST-10000883	Fournitures de bureau	Stockage	Smead Dossiers. Métal	52.992	4	0.2	-9.288	Non
Allemagne	Centre	PRO-PH-10003768	Produits technologiques	Photocopieurs	Brother Télécopieur et photocopieur. Numérique	344.034	2	0.1	15.234	Non
Allemagne	Centre	FOU-CL-10003023	Fournitures de bureau	Classeurs	Ibico Onglets. Économique	56.133	7	0.1	4.893	Non
Allemagne	Centre	MOB-ME-10002647	Mobilier	Meubles	Eldon Horloge. Multi-emballage	152.766	3	0.1	57.636	Non
France	Centre	FOU-CL-10001376	Fournitures de bureau	Classeurs	Ibico Couverture de classeur. Clair	13.11	1	0	0.9	Non
Royaume-Uni	Nord	FOU-ST-10001990	Fournitures de bureau	Stockage	Fellowes Casiers. Taille réelle	559.872	3	0.1	43.542	Non
Finlande	Nord	MOB-CH-10003399	Mobilier	Chaises	Novimex Dessous de siège. Livré par deux	292.95	5	0	46.8	Non
Finlande	Nord	PRO-TÉ-10004596	Produits technologiques	Téléphones	Motorola Téléphone de bureau. Emballage en vrac	215.55	3	0	94.77	Non
Finlande	Nord	FOU-AR-10004383	Fournitures de bureau	Art	Stanley Toile. Emballage en vrac	99.48	2	0	23.82	Non
Suède	Nord	FOU-ÉT-10003606	Fournitures de bureau	Étiquettes	Hon Étiquettes arrondies. Blanc	3.33	1	0.5	-0.6	Non
Allemagne	Centre	PRO-AC-10002877	Produits technologiques	Accessoires	SanDisk Carte mémoire. Économique	224.82	2	0	29.22	Non
Allemagne	Centre	FOU-ÉL-10004031	Fournitures de bureau	Éléments de fixation	Stockwell Trombones. Métal	40.86	3	0	19.53	Non
Allemagne	Centre	PRO-PH-10001160	Produits technologiques	Photocopieurs	Canon Photocopieur. Livré par deux	943.704	4	0.1	-10.536	Non
Allemagne	Centre	FOU-ST-10000053	Fournitures de bureau	Stockage	Eldon Dossiers. Bleu	67.92	5	0.2	-2.58	Non
Allemagne	Centre	FOU-ST-10003205	Fournitures de bureau	Stockage	Smead Dossiers. Bleu	55.968	4	0.2	-5.712	Non
Espagne	Sud	MOB-CH-10002508	Mobilier	Chaises	Hon Rocking chair. Rouge	522.48	5	0.2	-78.42	Non
Italie	Sud	FOU-ÉT-10000628	Fournitures de bureau	Étiquettes	Hon Étiquettes d'expédition. Durable	23.52	2	0	11.28	Non
Italie	Sud	FOU-ST-10000230	Fournitures de bureau	Stockage	Tenex Chariot. Taille réelle	241.488	3	0.4	-124.812	Non
Italie	Sud	FOU-ÉL-10004124	Fournitures de bureau	Éléments de fixation	OIC Épingles. Tailles assorties	34.56	3	0	13.77	Non
Italie	Sud	FOU-CL-10000211	Fournitures de bureau	Classeurs	Ibico Perforatrice. Économique	91.35	3	0	45.63	Non
Royaume-Uni	Nord	MOB-TA-10001608	Mobilier	Tables	Bevis Table en bois. Rectangulaire	1062.36	2	0	180.6	Oui
Royaume-Uni	Nord	PRO-AC-10001942	Produits technologiques	Accessoires	SanDisk Souris. Économique	229.86	6	0	25.2	Oui
Royaume-Uni	Nord	PRO-TÉ-10003832	Produits technologiques	Téléphones	Nokia Casque. Tailles assorties	379.8	5	0	83.55	Oui
Royaume-Uni	Nord	FOU-AR-10004327	Fournitures de bureau	Art	Binney & Smith Toile. Métal	157.86	3	0	29.97	Oui
Royaume-Uni	Nord	MOB-BI-10001994	Mobilier	Bibliothèques	Ikea Armoire. Classique	712.2	5	0	320.4	Oui
Royaume-Uni	Nord	FOU-FO-10000540	Fournitures de bureau	Fournitures	Elite Rasoir. Industriel	173.16	4	0	81.36	Non
Royaume-Uni	Nord	FOU-ÉL-10004587	Fournitures de bureau	Éléments de fixation	Accos Élastiques. Emballage en vrac	50.04	3	0	24.48	Non
Royaume-Uni	Nord	FOU-ÉL-10002787	Fournitures de bureau	Électroménager	KitchenAid Moulin à café. Rouge	211.41	3	0	35.91	Non
Allemagne	Centre	FOU-AR-10002292	Fournitures de bureau	Art	Binney & Smith Taille-crayon. Tailles assorties	268.65	9	0	61.56	Non
France	Centre	PRO-MA-10004377	Produits technologiques	Machines	Panasonic Jet d'encre. Durable	2123.028	8	0.15	124.788	Non
Espagne	Sud	FOU-CL-10001670	Fournitures de bureau	Classeurs	Acco Classeur. Économique	30.3	2	0	4.2	Non
France	Centre	MOB-BI-10002861	Mobilier	Bibliothèques	Dania Armoire. Blanc	907.011	7	0.1	-30.429	Non
Royaume-Uni	Nord	FOU-ÉL-10001275	Fournitures de bureau	Électroménager	Cuisinart Réfrigérateur. Rouge	1488.24	3	0	372.06	Non
Royaume-Uni	Nord	FOU-EN-10004743	Fournitures de bureau	Enveloppes	Cameo Enveloppe à fermoir. Argent	23.82	2	0	5.7	Non
Royaume-Uni	Nord	FOU-ST-10001410	Fournitures de bureau	Stockage	Tenex Boîte. Bleu	99	6	0	24.66	Non
Allemagne	Centre	FOU-ÉL-10003899	Fournitures de bureau	Éléments de fixation	Stockwell Colliers. Tailles assorties	29.322	2	0.1	8.142	Non
Allemagne	Centre	FOU-EN-10002295	Fournitures de bureau	Enveloppes	Ames Auto-adhésive. Argent	56.943	3	0.1	13.203	Non
Belgique	Centre	FOU-ÉL-10003041	Fournitures de bureau	Éléments de fixation	Advantus Élastiques. Emballage en vrac	66.36	4	0	21.84	Oui
Belgique	Centre	FOU-ST-10000723	Fournitures de bureau	Stockage	Smead Rayonnage. Bleu	146.79	3	0	44.01	Oui
Royaume-Uni	Nord	FOU-AR-10004477	Fournitures de bureau	Art	BIC Taille-crayon. Métal	27.243	1	0.1	7.263	Non
Royaume-Uni	Nord	FOU-PA-10002047	Fournitures de bureau	Papier	Xerox Organiseur. Qualité supérieure	54.999	3	0.1	21.969	Non
Royaume-Uni	Nord	FOU-EN-10004966	Fournitures de bureau	Enveloppes	GlobeWeis Auto-adhésive. Rouge	44.874	2	0.1	-2.526	Non
Allemagne	Centre	FOU-ST-10000202	Fournitures de bureau	Stockage	Tenex Plateaux. Taille réelle	97.632	2	0.1	30.372	Non
Allemagne	Centre	FOU-AR-10003128	Fournitures de bureau	Art	Sanford Marqueurs. Emballage en vrac	164.64	7	0	3.15	Non
Allemagne	Centre	PRO-AC-10001843	Produits technologiques	Accessoires	Memorex Carte mémoire. Programmable	518.85	5	0	72.6	Non
Allemagne	Centre	FOU-AR-10003250	Fournitures de bureau	Art	Stanley Carnet de croquis. Métal	45.69	1	0	7.29	Non
France	Centre	MOB-CH-10000845	Mobilier	Chaises	Harbour Creations Dessous de siège. Rouge	518.4	8	0.1	63.36	Non
France	Centre	FOU-ÉL-10002101	Fournitures de bureau	Électroménager	Hamilton Beach Plaque de cuisson. Rouge	1952.424	4	0.1	759.264	Oui
Royaume-Uni	Nord	FOU-CL-10001663	Fournitures de bureau	Classeurs	Acco Classeur. Durable	33.3	2	0	9.3	Non
France	Centre	MOB-CH-10000026	Mobilier	Chaises	Harbour Creations Chaise pliante. Rouge	352.404	4	0.1	66.564	Non
France	Centre	FOU-ÉT-10002823	Fournitures de bureau	Étiquettes	Avery Étiquettes légales. Blanc	22.68	2	0	3.36	Non
France	Centre	FOU-ÉL-10003694	Fournitures de bureau	Éléments de fixation	OIC Punaises. Emballage en vrac	14.91	1	0	3.12	Non
France	Centre	FOU-CL-10001014	Fournitures de bureau	Classeurs	Wilson Jones Couverture de classeur. Recyclé	34.65	3	0	8.28	Non
France	Centre	MOB-CH-10004101	Mobilier	Chaises	Office Star Rocking chair. Réglable	258.12	2	0.1	74.52	Non
France	Centre	FOU-FO-10002092	Fournitures de bureau	Fournitures	Stiletto Coupe-papier. Rectangulaire	75.24	3	0	9	Non
France	Centre	MOB-ME-10002647	Mobilier	Meubles	Eldon Horloge. Multi-emballage	226.32	4	0	99.48	Non
Norvège	Nord	FOU-AR-10000541	Fournitures de bureau	Art	BIC Carnet de croquis. Emballage en vrac	342.51	7	0	171.15	Non
Norvège	Nord	MOB-ME-10004303	Mobilier	Meubles	Tenex Cadre photo. Qualité supérieure	353.22	7	0	6.93	Non
Irlande	Nord	FOU-AR-10000240	Fournitures de bureau	Art	Sanford Toile. Bleu	50.52	2	0.5	-21.24	Non
Allemagne	Centre	FOU-CL-10004334	Fournitures de bureau	Classeurs	Avery Classeur. Économique	38.7	3	0	15.03	Non
Royaume-Uni	Nord	PRO-TÉ-10001561	Produits technologiques	Téléphones	Samsung Amplificateur de signal. Emballage en vrac	246.024	2	0.1	65.604	Non
Allemagne	Centre	FOU-EN-10003280	Fournitures de bureau	Enveloppes	Cameo Enveloppe à fermoir. Recyclé	16.62	2	0	1.32	Non
Allemagne	Centre	FOU-EN-10003393	Fournitures de bureau	Enveloppes	Ames Enveloppe à fermoir. Argent	28.8	3	0	0.54	Non
Allemagne	Centre	FOU-ST-10002971	Fournitures de bureau	Stockage	Rogers Casiers. Bleu	761.832	4	0.1	-25.488	Non
Allemagne	Centre	FOU-ÉT-10004097	Fournitures de bureau	Étiquettes	Avery Étiquettes repositionnables. Rouge	63.36	6	0	11.88	Non
Allemagne	Centre	MOB-BI-10000926	Mobilier	Bibliothèques	Sauder Bibliothèque. Blanc	1053.405	3	0.1	58.455	Non
Pays-Bas	Centre	FOU-ÉL-10004031	Fournitures de bureau	Éléments de fixation	Stockwell Trombones. Métal	13.62	2	0.5	-0.6	Non
Allemagne	Centre	FOU-CL-10001059	Fournitures de bureau	Classeurs	Cardinal Machine à relier. Clair	344.61	7	0	137.76	Non
Allemagne	Centre	FOU-AR-10002453	Fournitures de bureau	Art	Boston Toile. Tailles assorties	397.74	7	0	59.64	Non
Allemagne	Centre	MOB-ME-10002594	Mobilier	Meubles	Eldon Cadre. Durable	906.24	8	0	235.44	Non
Allemagne	Centre	FOU-CL-10002309	Fournitures de bureau	Classeurs	Cardinal Onglets. Recyclé	15.24	2	0	6.84	Non
Allemagne	Centre	FOU-AR-10001416	Fournitures de bureau	Art	Boston Carnet de croquis. Tailles assorties	51.78	1	0	1.53	Non
Allemagne	Centre	MOB-BI-10004790	Mobilier	Bibliothèques	Safco Bibliothèque classique. Métal	1181.547	3	0.1	498.807	Non
Allemagne	Centre	FOU-FO-10004832	Fournitures de bureau	Fournitures	Acme Ciseaux. Rectangulaire	66.42	3	0	3.96	Non
Allemagne	Centre	FOU-CL-10001111	Fournitures de bureau	Classeurs	Ibico Couverture de classeur. Durable	30.3	2	0	3.6	Non
Italie	Sud	PRO-TÉ-10003721	Produits technologiques	Téléphones	Motorola Dispositif audio. Tailles assorties	211.464	2	0.4	-49.356	Non
Italie	Sud	PRO-PH-10003330	Produits technologiques	Photocopieurs	Brother Télécopieur sans fil. Numérique	756.9	2	0	68.1	Non
Royaume-Uni	Nord	FOU-ÉT-10003923	Fournitures de bureau	Étiquettes	Hon Étiquettes repositionnables. Ajustable	12.24	3	0.5	-8.82	Non
Royaume-Uni	Nord	FOU-FO-10002665	Fournitures de bureau	Fournitures	Fiskars Rasoir. Rectangulaire	117	6	0.5	-88.92	Non
Royaume-Uni	Nord	FOU-CL-10002720	Fournitures de bureau	Classeurs	Wilson Jones Machine à relier. Recyclé	98.64	4	0.5	-77.04	Non
Royaume-Uni	Nord	FOU-ÉT-10003037	Fournitures de bureau	Étiquettes	Smead Étiquettes d'expédition. Durable	24	2	0	0.96	Non
Royaume-Uni	Nord	FOU-CL-10000338	Fournitures de bureau	Classeurs	Acco Machine à relier. Durable	315.54	6	0	75.6	Non
Royaume-Uni	Nord	FOU-FO-10002410	Fournitures de bureau	Fournitures	Kleencut Règle. Industriel	45.54	3	0	0.9	Non
Royaume-Uni	Nord	FOU-FO-10000991	Fournitures de bureau	Fournitures	Acme Coupe-papier. Rectangulaire	53.82	2	0	3.72	Non
Royaume-Uni	Nord	FOU-ST-10001242	Fournitures de bureau	Stockage	Rogers Rayonnage. Industriel	187.83	3	0	56.34	Non
Royaume-Uni	Nord	FOU-ÉT-10000628	Fournitures de bureau	Étiquettes	Hon Étiquettes d'expédition. Durable	58.8	5	0	28.2	Non
Royaume-Uni	Nord	PRO-MA-10004042	Produits technologiques	Machines	StarTech Jet d'encre. Rouge	807.084	3	0.1	304.884	Non
Royaume-Uni	Nord	FOU-CL-10003491	Fournitures de bureau	Classeurs	Acco Perforatrice. Économique	54.216	2	0.1	5.376	Non
Finlande	Nord	PRO-MA-10002525	Produits technologiques	Machines	Okidata Jet d'encre. Rouge	1245	4	0	161.76	Non
France	Centre	PRO-PH-10004267	Produits technologiques	Photocopieurs	Hewlett Télécopieur. Livré par deux	815.796	3	0.15	-95.994	Non
France	Centre	FOU-ST-10000194	Fournitures de bureau	Stockage	Fellowes Dossiers. Métal	45.846	2	0.1	8.106	Non
France	Centre	FOU-ÉL-10001227	Fournitures de bureau	Éléments de fixation	Stockwell Agrafes. Par paquet de 12	20.46	2	0	6.12	Non
France	Centre	FOU-ST-10002754	Fournitures de bureau	Stockage	Tenex Rayonnage. Métal	241.785	5	0.1	5.235	Non
Royaume-Uni	Nord	FOU-ÉL-10001134	Fournitures de bureau	Éléments de fixation	Stockwell Punaises. Métal	21.735	3	0.5	-21.375	Non
Royaume-Uni	Nord	FOU-CL-10000290	Fournitures de bureau	Classeurs	Wilson Jones Perforatrice. Durable	14.745	1	0.5	-8.565	Non
Royaume-Uni	Nord	FOU-EN-10004982	Fournitures de bureau	Enveloppes	Kraft Enveloppe à fermoir. Livré par 50	4.5	1	0.5	-4.5	Non
Allemagne	Centre	MOB-CH-10001191	Mobilier	Chaises	Harbour Creations Fauteuil. Rouge	426.249	1	0.1	89.979	Non
Allemagne	Centre	FOU-EN-10001584	Fournitures de bureau	Enveloppes	GlobeWeis Enveloppe kraft. Argent	89.37	3	0	0.81	Non
Allemagne	Centre	FOU-ST-10001084	Fournitures de bureau	Stockage	Rogers Casiers. Métal	758.484	4	0.1	126.324	Non
Allemagne	Centre	FOU-EN-10000575	Fournitures de bureau	Enveloppes	Kraft Auto-adhésive. Livré par 50	40.98	2	0	7.32	Non
Allemagne	Centre	PRO-PH-10001302	Produits technologiques	Photocopieurs	Canon Télécopieur et photocopieur. Livré par deux	574.02	3	0	269.73	Non
Allemagne	Centre	PRO-TÉ-10004339	Produits technologiques	Téléphones	Cisco Amplificateur de signal. Taille réelle	306.24	2	0	9.18	Non
France	Centre	FOU-ÉL-10001703	Fournitures de bureau	Éléments de fixation	Stockwell Punaises. Métal	84.6	6	0	5.04	Non
France	Centre	FOU-CL-10001656	Fournitures de bureau	Classeurs	Avery Onglets. Durable	15.66	2	0	6.42	Non
France	Centre	PRO-TÉ-10001501	Produits technologiques	Téléphones	Samsung Casque. Emballage en vrac	186.8895	3	0.15	59.3595	Non
France	Centre	MOB-CH-10000552	Mobilier	Chaises	Harbour Creations Tabouret. Rouge	486.324	3	0.1	135.054	Non
France	Centre	FOU-PA-10003185	Fournitures de bureau	Papier	Green Bar Fiches mémo. Par paquet de 12	210.9	10	0	103.2	Non
France	Centre	MOB-CH-10004184	Mobilier	Chaises	Office Star Chaise pliante. Réglable	508.68	6	0.1	214.74	Non
France	Centre	PRO-MA-10001583	Produits technologiques	Machines	Okidata Jet d'encre. Multicolore	2402.865	9	0.15	763.155	Non
Italie	Sud	FOU-PA-10002977	Fournitures de bureau	Papier	Xerox Fiches mémo. Multicolore	59.76	4	0	1.68	Non
Italie	Sud	FOU-CL-10004373	Fournitures de bureau	Classeurs	Avery Machine à relier. Durable	50.34	1	0	3	Non
Italie	Sud	MOB-BI-10001302	Mobilier	Bibliothèques	Sauder Bibliothèque. Métal	292.56	2	0	43.86	Non
Espagne	Sud	FOU-ST-10002520	Fournitures de bureau	Stockage	Tenex Rayonnage. Bleu	98.388	2	0.1	-5.472	Non
Espagne	Sud	FOU-CL-10001849	Fournitures de bureau	Classeurs	Wilson Jones Renforts de perforations. Durable	18.09	3	0	5.58	Non
Espagne	Sud	FOU-ÉL-10001867	Fournitures de bureau	Éléments de fixation	Stockwell Agrafes. Métal	43.68	4	0	16.56	Non
Allemagne	Centre	PRO-AC-10001554	Produits technologiques	Accessoires	Enermax Routeur. Durable	698.058	3	0.1	62.028	Non
Allemagne	Centre	PRO-TÉ-10001851	Produits technologiques	Téléphones	Apple Casque. Emballage en vrac	330.075	5	0.1	14.625	Non
Allemagne	Centre	FOU-AR-10003967	Fournitures de bureau	Art	BIC Surligneurs. Bleu	34.074	2	0.1	11.334	Non
Allemagne	Centre	PRO-TÉ-10004925	Produits technologiques	Téléphones	Apple Casque. Bleu	329.67	5	0.1	18.27	Non
France	Centre	FOU-PA-10000524	Fournitures de bureau	Papier	Enermax Papier à lettres. Par paquet de 12	102.48	2	0	9.18	Non
France	Centre	FOU-ST-10002747	Fournitures de bureau	Stockage	Smead Rayonnage. Industriel	222.345	5	0.1	34.545	Non
France	Centre	MOB-CH-10000874	Mobilier	Chaises	SAFCO Chaise de plage. Rouge	44.496	1	0.1	-1.494	Non
France	Centre	FOU-EN-10000431	Fournitures de bureau	Enveloppes	Jiffy Enveloppe professionnelle. Rouge	19.5	1	0	2.91	Non
France	Centre	FOU-AR-10001416	Fournitures de bureau	Art	Boston Carnet de croquis. Tailles assorties	258.9	5	0	7.65	Non
France	Centre	FOU-ST-10004824	Fournitures de bureau	Stockage	Smead Dossiers. Industriel	97.038	6	0.1	13.878	Non
France	Centre	FOU-ST-10002779	Fournitures de bureau	Stockage	Tenex Casiers. Taille réelle	735.048	4	0.1	-32.712	Non
Allemagne	Centre	MOB-ME-10001207	Mobilier	Meubles	Eldon Cadre photo. Qualité supérieure	141.825	5	0.5	-45.525	Non
France	Centre	PRO-TÉ-10001898	Produits technologiques	Téléphones	Apple Smartphone. Tailles assorties	536.1375	5	0.15	44.1375	Non
France	Centre	PRO-MA-10000185	Produits technologiques	Machines	Panasonic Imprimante. Multicolore	679.5495	3	0.15	79.8795	Non
France	Centre	FOU-EN-10001463	Fournitures de bureau	Enveloppes	GlobeWeis Enveloppe kraft. Livré par 50	82.17	3	0	27.09	Non
Italie	Sud	FOU-ST-10003766	Fournitures de bureau	Stockage	Fellowes Chariot. Taille réelle	412.02	5	0.4	-274.68	Non
Italie	Sud	FOU-ST-10002520	Fournitures de bureau	Stockage	Tenex Rayonnage. Bleu	98.388	3	0.4	-57.402	Non
Italie	Sud	FOU-AR-10002240	Fournitures de bureau	Art	Binney & Smith Carnet de croquis. Emballage en vrac	93.18	2	0	13.92	Non
Allemagne	Centre	PRO-TÉ-10003114	Produits technologiques	Téléphones	Cisco Chargeur. Tailles assorties	2944.08	5	0.1	1112.13	Non
Espagne	Sud	PRO-AC-10004973	Produits technologiques	Accessoires	Belkin Routeur. Recyclé	1282.8	5	0	602.85	Oui
Espagne	Sud	FOU-EN-10003316	Fournitures de bureau	Enveloppes	Kraft Enveloppes. Livré par 50	112.95	3	0	30.42	Oui
Espagne	Sud	FOU-ÉL-10002207	Fournitures de bureau	Électroménager	KitchenAid Plaque de cuisson. Argent	1141.8	2	0	411	Oui
France	Centre	FOU-ST-10004285	Fournitures de bureau	Stockage	Rogers Plateaux. Bleu	166.536	3	0.1	36.936	Non
France	Centre	FOU-ST-10004184	Fournitures de bureau	Stockage	Fellowes Dossiers. Bleu	47.52	2	0.1	21.12	Non
France	Centre	FOU-ST-10002208	Fournitures de bureau	Stockage	Smead Rayonnage. Métal	129.6	3	0.1	51.84	Non
France	Centre	FOU-PA-10002790	Fournitures de bureau	Papier	Green Bar Papier parchemin. Recyclé	49.77	3	0	22.86	Non
France	Centre	FOU-PA-10003946	Fournitures de bureau	Papier	SanDisk Papier parchemin. Qualité supérieure	33.42	2	0	6.3	Non
Royaume-Uni	Nord	FOU-ST-10000401	Fournitures de bureau	Stockage	Smead Casiers. Bleu	1071.468	6	0.1	83.268	Non
Royaume-Uni	Nord	FOU-AR-10004380	Fournitures de bureau	Art	BIC Marqueurs. Emballage en vrac	96.12	4	0.1	19.2	Non
Allemagne	Centre	FOU-EN-10001650	Fournitures de bureau	Enveloppes	Cameo Enveloppe kraft. Rouge	30.54	1	0	14.94	Non
France	Centre	FOU-FO-10003603	Fournitures de bureau	Fournitures	Elite Règle. Industriel	46.26	3	0	3.15	Non
Royaume-Uni	Nord	FOU-ST-10001643	Fournitures de bureau	Stockage	Eldon Dossiers. Métal	48.15	3	0	4.77	Non
Suède	Nord	PRO-AC-10002403	Produits technologiques	Accessoires	Memorex Carte mémoire. Durable	204.96	4	0.5	-106.68	Non
Suède	Nord	FOU-CL-10002162	Fournitures de bureau	Classeurs	Cardinal Perforatrice. Clair	56.52	4	0.5	-32.88	Non
Suède	Nord	FOU-FO-10002955	Fournitures de bureau	Fournitures	Acme Rasoir. Bleu	66.87	3	0.5	-28.17	Non
Suède	Nord	FOU-ÉL-10003590	Fournitures de bureau	Éléments de fixation	Accos Punaises. Par paquet de 12	13.95	2	0.5	-5.07	Non
Suède	Nord	FOU-AR-10000692	Fournitures de bureau	Art	BIC Toile. Emballage en vrac	188.895	7	0.5	-60.585	Non
Suède	Nord	FOU-EN-10001932	Fournitures de bureau	Enveloppes	GlobeWeis Enveloppes. Recyclé	37.35	2	0.5	-28.41	Non
Suède	Nord	FOU-AR-10004001	Fournitures de bureau	Art	BIC Stylos. Emballage en vrac	21.825	3	0.5	-12.285	Non
Royaume-Uni	Nord	FOU-EN-10003476	Fournitures de bureau	Enveloppes	GlobeWeis Enveloppe professionnelle. Livré par 50	62.424	4	0.1	11.784	Non
Royaume-Uni	Nord	FOU-ÉL-10004587	Fournitures de bureau	Éléments de fixation	Accos Élastiques. Emballage en vrac	30.024	2	0.1	12.984	Non
Royaume-Uni	Nord	FOU-PA-10001330	Fournitures de bureau	Papier	Green Bar Cahier. Par paquet de 12	213.759	7	0.1	73.479	Non
Royaume-Uni	Nord	MOB-ME-10002770	Mobilier	Meubles	Tenex Plateau d'empilement. Noir	52.983	3	0.3	-4.617	Non
Allemagne	Centre	FOU-ST-10002787	Fournitures de bureau	Stockage	Rogers Chariot. Taille réelle	254.934	2	0.1	45.294	Non
Allemagne	Centre	FOU-FO-10000289	Fournitures de bureau	Fournitures	Elite Ciseaux. Rectangulaire	87.42	2	0	6.96	Non
Allemagne	Centre	FOU-ST-10003953	Fournitures de bureau	Stockage	Rogers Rayonnage. Bleu	167.751	3	0.1	-9.369	Non
Italie	Sud	FOU-EN-10002574	Fournitures de bureau	Enveloppes	Jiffy Enveloppe professionnelle. Recyclé	44.28	3	0	7.02	Non
Allemagne	Centre	PRO-AC-10002330	Produits technologiques	Accessoires	Logitech Clé USB. Économique	152.55	5	0	65.55	Non
Royaume-Uni	Nord	PRO-MA-10001292	Produits technologiques	Machines	Epson Imprimante de tickets. Multicolore	315.981	3	0.1	49.131	Non
Espagne	Sud	FOU-ST-10002960	Fournitures de bureau	Stockage	Fellowes Dossiers. Industriel	48.384	2	0.1	6.984	Non
Allemagne	Centre	MOB-CH-10002374	Mobilier	Chaises	SAFCO Rocking chair. Noir	238.464	2	0.1	2.604	Non
Allemagne	Centre	FOU-CL-10000290	Fournitures de bureau	Classeurs	Wilson Jones Perforatrice. Durable	88.47	6	0.5	-51.39	Non
Allemagne	Centre	FOU-FO-10003094	Fournitures de bureau	Fournitures	Fiskars Ciseaux. Rectangulaire	66.51	3	0.5	-27.99	Non
Allemagne	Centre	PRO-TÉ-10004140	Produits technologiques	Téléphones	Nokia Smartphone. Taille réelle	186.66	3	0.5	-112.05	Non
Allemagne	Centre	FOU-CL-10000557	Fournitures de bureau	Classeurs	Cardinal Renforts de perforations. Économique	8.01	3	0.5	-1.53	Non
Allemagne	Centre	MOB-CH-10002508	Mobilier	Chaises	Hon Rocking chair. Rouge	156.744	3	0.6	-203.796	Non
Allemagne	Centre	PRO-AC-10003628	Produits technologiques	Accessoires	Memorex Carte mémoire. Économique	306.81	3	0	64.35	Non
Allemagne	Centre	MOB-ME-10004360	Mobilier	Meubles	Tenex Horloge. Qualité supérieure	146.61	3	0	65.97	Non
Allemagne	Centre	FOU-CL-10002597	Fournitures de bureau	Classeurs	Cardinal Perforatrice. Économique	201.6	7	0	90.72	Non
Allemagne	Centre	FOU-ST-10000330	Fournitures de bureau	Stockage	Rogers Casiers. Taille réelle	380.97	2	0.1	143.91	Non
